id,firstName,lastName,gender,dateOfBirth,yearArrivedInUS,countryOfBirth,citizenship,languageSpokenAtHome,priorEducation,basisForAdmission,enrollmentYear,programCompleted,completionYear,fieldOfEducation,sat,toefl,gmat,gre,graduateLevel,gpa,typeOfAttendence,modeOfAttendance,tempAddress,permanentAddress,equity,course
233,Jamini,Jaiteley,Female,8/17/1990,2011,India,India,English,Bachelor,Others,2011,Completed,2015,Science,N/A,111,N/A,328,Postgraduate,3.9,Full-time,internal,"89 Ryan Road, Pittsburgh, PA","5495 Erie Center, Fort Worth, TX",N/A,M.S. in Machine Learning
234,Vivek,Chauhan,Male,5/21/1991,2009,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2013,Engineering,2330,94,N/A,332,Undergraduate,3.8,Full-time,internal,"8 Nevada Road, Pittsburgh, PA","07241 Ohio Avenue, Washington, DC",N/A,B.S. in Civil Engineering
235,Jamini,Mistry,Female,1/8/1990,2011,India,India,English,Bachelor,Academic excellence,2011,Completed,2013,Business,2150,105,680,N/A,Undergraduate,4,Full-time,internal,"674 Tony Park, Pittsburgh, PA","5 Hayes Way, Pittsburgh, PA",N/A,B.A. in Creative Writing
236,Krishnachandra,Khan,Male,5/20/1992,2010,India,India,English,Bachelor,Industrial Experiences,2011,Dropped,N/A,Engineering,N/A,96,N/A,326,Postgraduate,2.1,Full-time,internal,"22 Chinook Junction, Pittsburgh, PA","8 Buell Junction, Dallas, TX",N/A,M.S. in Advanced Infrastructure Systems
237,Utsa,Nair,Female,1/30/1992,2010,India,India,English,Bachelor,Academic excellence,2010,Completed,2014,Science,N/A,113,N/A,339,Postgraduate,4.1,Full-time,internal,"8 Anderson Crossing, Pittsburgh, PA","81892 Aberg Crossing, Oklahoma City, OK",N/A,M.S. in Music and Technology
238,Tehzeeb,Pillai,Female,3/7/1985,2011,India,India,English,Bachelor,Skills,2011,Dropped,N/A,Science,2210,114,N/A,329,Undergraduate,2.4,Full-time,internal,"67948 Oak Junction, Pittsburgh, PA","1022 John Wall Pass, Port Charlotte, FL",N/A,B.S. in Computer Science
239,Taranga ,Panicker,Male,5/22/1989,2011,India,India,English,Bachelor,Skills,2011,Completed,2015,Engineering,2100,120,N/A,335,Undergraduate,3.7,Full-time,multi-modal,"0686 Swallow Crossing, Pittsburgh, PA","47476 Tennessee Parkway, Lexington, KY",N/A,B.S. in Civil Engineering
240,Brinda,Kurup,Female,5/5/1994,2010,India,India,English,Bachelor,Skills,2011,Completed,2013,Business,2350,112,720,N/A,Undergraduate,3,Full-time,internal,"2196 Declaration Point, Pittsburgh, PA","94 Manley Pass, San Jose, CA",Low-income,B.S. in Statistics
241,Lalit,Menon,Male,12/4/1989,2011,India,India,English,Bachelor,Awards,2011,Completed,2013,Engineering,N/A,96,N/A,339,Postgraduate,3.9,Full-time,external,"38367 Village Place, Washington, DC","38367 Village Place, Washington, DC",N/A,M.S. in Colloids Polymers and Surfaces
242,Lekha,Thambi,Female,5/4/1992,2010,India,India,English,Bachelor,Awards,2010,Completed,2014,Engineering,N/A,116,N/A,327,Postgraduate,3.4,Full-time,internal,"39 Division Street, Pittsburgh, PA","25785 Messerschmidt Trail, Fort Myers, FL",N/A,M.S. in Environmental Engineering
243,Nisha,Nampoothiripad,Female,5/9/1991,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2013,Science,N/A,103,N/A,327,Postgraduate,3.4,Full-time,internal,"33 Loeprich Way, Pittsburgh, PA","13800 Mariners Cove Lane, San Jose, CA",N/A,M.S. in Computer Science
244,Kashiprasad ,Naboothiri,Male,5/8/1989,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2015,Science,N/A,114,N/A,339,Postgraduate,3.7,Full-time,multi-modal,"150 Larry Drive, Pittsburgh, PA","65 Clyde Gallagher Center, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
245,Mriganka ,Bhattathiri,Male,2/20/1990,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2013,Science,2310,95,N/A,340,Undergraduate,4.1,Full-time,internal,"74 Shopko Avenue, Pittsburgh, PA","5 Jana Alley, Austin, TX",N/A,B.S. in Computer Science
246,Teja,Nambeesan,Female,6/29/1988,2010,India,India,English,Bachelor,Academic excellence,2010,Completed,2014,Engineering,N/A,120,N/A,329,Postgraduate,3.6,Full-time,multi-modal,"934 Sullivan Pass, Pittsburgh, PA","82741 Jenna Parkway, Denver, CO",N/A,M.S. in Chemical Engineering
247,Savitashri,Warrier,Female,5/6/1991,2010,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Engineering,2060,102,N/A,328,Undergraduate,3.6,Full-time,internal,"31 Memorial Park, Pittsburgh, PA","25745 International Lane, San Jose, CA",N/A,B.S. in Mechanical Engineering
248,Pragya,Kaimal,Female,10/2/1992,2010,India,India,English,Bachelor,Academic excellence,2010,Completed,2013,Business,N/A,104,680,N/A,Postgraduate,3.2,Part-time,internal,"59780 Schmedeman Road, Pittsburgh, PA","575 Meadow Valley Parkway, Honolulu, HI",N/A,M.A. in Professional Writing
249,Charusila,Varma,Female,3/19/1989,2008,India,India,English,Bachelor,Awards,2010,Completed,2014,Science,2150,114,N/A,325,Undergraduate,3.2,Full-time,internal,"306 Twin Pines Center, Pittsburgh, PA","31776 Brentwood Road, Wilkes Barre, PA",N/A,B.S. in Computer Science
250,Vedvalli,Hinduja,Female,11/15/1992,2008,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2012,Science,2310,92,N/A,327,Undergraduate,3.3,Full-time,internal,"5 Anderson Circle, Pittsburgh, PA","770 Roxbury Trail, Waco, TX",N/A,B.S. in Computer Science
251,Vibha,Ahuja,Female,4/24/1990,2009,India,India,English,Bachelor,Industrial Experiences,2011,Dropped,N/A,Engineering,N/A,99,N/A,340,Postgraduate,2.1,Full-time,multi-modal,"83 Onsgard Court, Pittsburgh, PA","753 Veith Crossing, Arlington, TX",N/A,M.S. in Mechanical Engineering
252,Kali,Advani,Female,1/17/1992,2011,India,India,English,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,2200,110,N/A,340,Undergraduate,3.1,Full-time,internal,"8 Grayhawk Avenue, Pittsburgh, PA","3036 Cherokee Avenue, Young America, MN",N/A,B.S. in an engineering discipline and Biomedical Engineering
253,Sonia,Kriplani,Female,1/26/1993,2007,India,India,English,Bachelor,Skills,2011,Completed,2013,Business,N/A,94,690,N/A,Postgraduate,4,Full-time,internal,"82 Springview Avenue, Pittsburgh, PA","1487 Talisman Street, Columbia, MO",N/A,M.A. in Professional Writing
254,Jui,Talreja,Female,8/15/1986,2011,India,India,English,Bachelor,Skills,2011,Completed,2013,Science,2110,107,N/A,334,Undergraduate,4,Full-time,internal,"235 West Street, Pittsburgh, PA","65 Walton Junction, Philadelphia, PA",N/A,B.S. in Computer Science
255,Mrigesh ,Pahuja,Male,1/31/1985,2011,India,India,English,Master,Industrial Experiences,2011,Completed,2013,Science,2110,105,N/A,333,Undergraduate,3.3,Full-time,multi-modal,"8913 Reindahl Lane, Pittsburgh, PA","98 Waxwing Way, San Antonio, TX",N/A,B.S. in Biological Sciences
256,Rekha,Jethmalani,Female,12/20/1987,2006,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Business,2350,108,690,N/A,Undergraduate,3.7,Full-time,multi-modal,"74 Old Shore Way, Pittsburgh, PA","40403 Jackson Road, Brooklyn, NY",N/A,B.S. in Economics
257,Shamshu,Makhija,Male,5/8/1989,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2012,Business,2140,105,780,N/A,Undergraduate,3.4,Full-time,internal,"0 Washington Parkway, Pittsburgh, PA","19 Colorado Drive, Charlotte, NC",N/A,B.S. in Economics
258,Bhumi,Chugh,Male,9/22/1993,2010,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Science,2100,114,N/A,339,Undergraduate,3.2,Full-time,multi-modal,"80 Moose Drive, Pittsburgh, PA","4999 Nobel Center, Detroit, MI",N/A,B.S. in Computer Science
259,Sanwari,Gaba,Female,10/27/1990,2008,India,India,English,Master,Skills,2011,Completed,2015,Engineering,2300,96,N/A,329,Undergraduate,3.3,Part-time,multi-modal,"725 Riverside Crossing, Pittsburgh, PA","46 Luster Avenue, Atlanta, GA",N/A,B.S. in Mechanical Engineering
260,Adya,Manuja,Female,6/17/1985,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2014,Science,2230,111,N/A,325,Undergraduate,3.5,Full-time,internal,"947 Cascade Center, Pittsburgh, PA","1 Vernon Drive, Houston, TX",N/A,B.S. in Computer Science
261,Pugalendhi ,Dusseja,Male,11/18/1987,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2013,Science,N/A,113,N/A,339,Postgraduate,3.7,Full-time,internal,"5239 Sheridan Parkway, Pittsburgh, PA","14 Express Junction, El Paso, TX",N/A,M.S. in Information Networking
262,Charusheela,Bhatia,Female,8/28/1990,2011,India,India,English,Bachelor,Awards,2011,Completed,2015,Business,2280,103,780,N/A,Undergraduate,3.9,Full-time,multi-modal,"0283 La Follette Junction, Pittsburgh, PA","22 Annamark Trail, New Orleans, LA",N/A,B.A. in Economics
263,Rajendramohan ,Makhija,Male,11/16/1988,2011,India,India,English,Bachelor,GMAT/GRE,2011,Completed,2015,Engineering,N/A,111,N/A,335,Postgraduate,4,Full-time,internal,"0 Old Shore Circle, Pittsburgh, PA","84 Sunbrook Terrace, Charleston, WV",Regional/Remote,M.S. in Advanced Infrastructure Systems
264,Kamukh,Kalani,Male,3/3/1993,2010,India,India,English,Bachelor,Academic excellence,2010,Completed,2012,Science,2120,95,N/A,328,Undergraduate,3.6,Full-time,internal,"64 Porter Pass, Pittsburgh, PA","9290 Katie Lane, San Francisco, CA",N/A,B.S. in Computer Science
265,Sonika,Rajani,Female,12/25/1987,2010,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Science,N/A,100,N/A,328,Postgraduate,4.1,Full-time,multi-modal,"96159 Mayer Crossing, Pittsburgh, PA","04 Green Road, Erie, PA",N/A,M.S. in Information Networking
266,Thangavel ,Gereja,Male,3/21/1989,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2012,Science,2150,111,N/A,326,Undergraduate,3.3,Full-time,multi-modal,"323 Anhalt Alley, Pittsburgh, PA","5707 Straubel Plaza, Washington, DC",N/A,B.S. in Physics
267,Narayani,Punjabi,Female,8/19/1985,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2012,Science,N/A,111,N/A,328,Postgraduate,4,Full-time,internal,"923 Golden Leaf Point, Pittsburgh, PA","5471 Nobel Avenue, Lancaster, PA",N/A,M.S. in Music and Technology
268,Shameek ,Mirani,Male,6/20/1990,2010,India,India,English,Master,Academic excellence,2010,Completed,2014,Science,2350,112,N/A,336,Undergraduate,4,Full-time,internal,"589 Shasta Way, Pittsburgh, PA","273 Brown Place, Portland, OR",N/A,B.S. in Computer Science
269,Druthi,Kumar,Female,2/24/1989,2006,India,India,English,Bachelor,Skills,2011,Completed,2013,Engineering,N/A,108,N/A,337,Postgraduate,3.8,Full-time,multi-modal,"87266 Comanche Crossing, Pittsburgh, PA","3465 Carioca Street, Colorado Springs, CO",N/A,M.S. in Advanced Infrastructure Systems
270,Deepabali,Sharma,Female,7/24/1994,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2013,Science,2150,104,N/A,340,Undergraduate,3.2,Full-time,internal,"8244 Colorado Park, Pittsburgh, PA","806 New Castle Terrace, Shawnee Mission, KS",N/A,B.S. in Biological Sciences
271,Mandakranta,Kapoor,Female,11/24/1992,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2014,Engineering,N/A,110,N/A,330,Postgraduate,3.6,Full-time,multi-modal,"88883 Larry Point, Pittsburgh, PA","569 Village Green Hill, Apache Junction, AZ",N/A,M.S. in Chemical Engineering
272,Rudrapriya,Arora,Female,4/29/1991,2010,India,India,English,Bachelor,Awards,2010,Completed,2012,Science,N/A,98,N/A,340,Postgraduate,3.2,Full-time,internal,"10 Golden Leaf Way, Pittsburgh, PA","33 Algoma Plaza, Washington, DC",N/A,M. of Software Engineering
273,Swetha,Agarwal,Female,6/9/1992,2010,India,India,English,Bachelor,Others,2010,Completed,2012,Science,2120,106,N/A,327,Undergraduate,3.6,Full-time,internal,"00081 Ridgeway Park, Pittsburgh, PA","1233 Vera Crossing, Alhambra, CA",Disability,B.S. in Music and Technology
274,Ruksana,Dave?,Female,7/13/1991,2010,India,India,English,Bachelor,Skills,2010,Completed,2014,Science,N/A,120,N/A,329,Postgraduate,3.3,Full-time,internal,"4334 Westerfield Terrace, Pittsburgh, PA","057 Crowley Circle, San Rafael, CA",N/A,Combinatorics and Optimization
275,Vatsal ,Duggal,Male,9/7/1985,2010,India,India,English,Bachelor,Skills,2010,Completed,2012,Engineering,N/A,103,N/A,327,Postgraduate,3.8,Full-time,internal,"42077 Calypso Way, Pittsburgh, PA","68 Northland Lane, Shreveport, LA",N/A,M.S. in Environmental Engineering
276,Kishori,Patel,Female,10/22/1991,2011,India,India,English,Bachelor,GMAT/GRE,2011,Completed,2014,Business,2320,97,770,N/A,Undergraduate,3.6,Part-time,internal,"2196 Warbler Court, Pittsburgh, PA","1 Daystar Parkway, Long Beach, CA",N/A,B.S. in Economics
277,Mannan,Anand,Male,4/15/1990,2010,India,India,English,Bachelor,Academic excellence,2010,Completed,2014,Engineering,N/A,108,N/A,338,Postgraduate,3.4,Full-time,internal,"3 Hagan Circle, Pittsburgh, PA","67 Kinsman Crossing, San Jose, CA",N/A,M.S. in Engineering and Public Policy
278,Ameya,Patel,Male,10/17/1991,2008,India,India,English,Bachelor,GMAT/GRE,2011,Completed,2015,Science,2050,119,N/A,337,Undergraduate,4,Full-time,internal,"6298 Drewry Terrace, Pittsburgh, PA","8 Menomonie Circle, Birmingham, AL",N/A,B.S. in Computer Science
279,Mahanth,Gupta,Male,4/16/1989,2011,India,India,English,Bachelor,Others,2011,Completed,2013,Engineering,2300,120,N/A,337,Undergraduate,3.5,Full-time,internal,"2 Brown Center, Pittsburgh, PA","3865 Clyde Gallagher Hill, Roanoke, VA",N/A,B.S. in Civil Engineering
280,Eshanika,Macherla,Female,2/6/1988,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2015,Engineering,N/A,96,N/A,328,Postgraduate,4.1,Part-time,internal,"286 Memorial Pass, Pittsburgh, PA","0 Prairieview Lane, Honolulu, HI",N/A,M.S. in Electrical and Computer Engineering
281,Tarulata,Sharma,Female,4/27/1990,2010,India,India,English,Bachelor,Industrial Experiences,2010,Completed,2012,Science,2140,108,N/A,335,Undergraduate,3.7,Full-time,multi-modal,"5570 Granby Crossing, Pittsburgh, PA","68 Cascade Point, Louisville, KY",N/A,B.S. in Computer Science
282,Ashakiran,Chopra,Female,5/19/1986,2010,India,India,English,Master,Others,2011,Completed,2013,Science,2150,103,N/A,332,Undergraduate,3.6,Full-time,internal,"47356 Moulton Lane, Pittsburgh, PA","639 Merchant Junction, Washington, DC",N/A,B.S. in Biological Sciences
283,Rukma,Pura,Female,8/11/1987,2010,India,India,English,Bachelor,Awards,2010,Completed,2012,Engineering,2320,101,N/A,329,Undergraduate,3.8,Full-time,internal,"34 Waubesa Parkway, Pittsburgh, PA","51 Pankratz Point, Las Vegas, NV",N/A,B.S. in Civil Engineering
284,Prama,Thilsa,Female,11/9/1991,2011,India,India,English,Bachelor,Awards,2011,Completed,2015,Science,2250,92,N/A,336,Undergraduate,3.2,Part-time,multi-modal,"05157 Mosinee Trail, Pittsburgh, PA","3 Laurel Street, Washington, DC",N/A,B.S. in Chemistry
285,Usri,Ram?,Female,9/15/1987,2010,India,India,English,Bachelor,Awards,2010,Completed,2012,Science,N/A,112,N/A,334,Postgraduate,3.2,Full-time,internal,"44 Buhler Court, Pittsburgh, PA","124 Bay Center, Littleton, CO",N/A,M.S. in Information Security Technology and Management
286,Arivumani ,Singh,Male,9/1/1990,2010,India,India,English,Bachelor,Skills,2010,Completed,2014,Engineering,2320,96,N/A,337,Undergraduate,3.1,Full-time,internal,"65 Shopko Circle, Pittsburgh, PA","20751 Michigan Pass, Virginia Beach, VA",N/A,B.S. in Chemical Engineering
287,Manindra,Kumar,Male,9/17/1991,2008,India,India,English,Bachelor,GMAT/GRE,2010,Dropped,N/A,Science,N/A,92,N/A,331,Postgraduate,2,Full-time,internal,"623 Lakewood Circle, Pittsburgh, PA","81410 Warrior Place, Omaha, NE",N/A,M. of Software Engineering
288,Bipin,Dongre,Male,12/30/1986,2011,India,India,English,Bachelor,Awards,2011,Completed,2015,Engineering,2220,112,N/A,327,Undergraduate,3.8,Full-time,multi-modal,"18 Hermina Drive, Pittsburgh, PA","54816 Straubel Park, New Orleans, LA",N/A,B.S. in Electrical and Computer Engineering
289,Balbir ,De,Male,8/22/1994,2010,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Science,2140,104,N/A,333,Undergraduate,3.5,Full-time,internal,"4588 Oak Valley Pass, Pittsburgh, PA","25464 Hoepker Way, Winter Haven, FL",N/A,B.S. in Physics
290,Imtiaz ,Goenka,Male,9/7/1990,2010,India,India,English,Bachelor,Others,2010,Completed,2014,Engineering,N/A,104,N/A,329,Postgraduate,3.8,Full-time,internal,"147 Barby Place, Pittsburgh, PA","38769 Westridge Crossing, Corpus Christi, TX",N/A,M.S. in Computational Design and Manufacturing
291,Hariganga,Shelke,Male,10/6/1992,2011,India,India,English,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,N/A,120,N/A,325,Postgraduate,3.6,Full-time,internal,"1967 Tennessee Avenue, Pittsburgh, PA","54 Rieder Junction, Reno, NV",N/A,M.S. in Colloids Polymers and Surfaces
292,Yashwant,Shroff,Female,1/1/1985,2010,India,India,English,Bachelor,Others,2010,Completed,2012,Engineering,N/A,100,N/A,333,Postgraduate,3.6,Full-time,internal,"97 Tennessee Pass, Pittsburgh, PA","907 Meadow Vale Court, Muskegon, MI",N/A,M.S. in Music and Technology
293,Rahman ,Zahaldar,Male,12/16/1988,2010,India,India,English,Bachelor,Skills,2010,Completed,2014,Engineering,2200,105,N/A,340,Undergraduate,3.8,Full-time,internal,"5 Mallard Road, Pittsburgh, PA","02909 Vernon Terrace, Lake Charles, LA",N/A,B.S. in Music and Technology
294,Pranay,Maitra,Male,9/6/1988,2011,India,India,English,Bachelor,Awards,2011,Completed,2013,Science,N/A,103,N/A,325,Postgraduate,3,Full-time,internal,"77 Eggendart Lane, Pittsburgh, PA","7 Banding Place, Portland, OR",N/A,M.S. in Pure and Applied Logic
295,Mandakini,Ranade,Female,11/6/1993,2011,India,India,English,Master,Skills,2011,Completed,2013,Business,N/A,116,780,N/A,Postgraduate,3.3,Full-time,internal,"224 Nancy Alley, Pittsburgh, PA","38 Shelley Center, Hamilton, OH",N/A,M. of Arts Management
296,Neelanjana,Deshmukh,Female,7/11/1992,2010,India,India,English,Bachelor,GMAT/GRE,2010,Completed,2012,Engineering,2210,96,N/A,331,Undergraduate,3.7,Full-time,internal,"5028 Orin Center, Pittsburgh, PA","43 Harper Pass, Cumming, GA",N/A,B.S. in an engineering discipline and Biomedical Engineering
297,Pinak,Rege,Male,5/29/1988,2011,India,India,English,Bachelor,Skills,2011,Completed,2015,Business,2250,119,680,N/A,Undergraduate,3.1,Full-time,multi-modal,"895 Duke Alley, Pittsburgh, PA","88231 Basil Drive, Lake Charles, LA",N/A,B.S. in Economics
298,Yagna ,Birla,Female,7/29/1985,2011,India,India,English,Master,Industrial Experiences,2011,Completed,2013,Science,N/A,93,N/A,338,Postgraduate,3.2,Full-time,internal,"6169 Amoth Pass, Pittsburgh, PA","0 Mccormick Terrace, Johnson City, TN",N/A,M.S. in Human-Computer Interaction
299,Devadhipa,Bendre,Male,1/4/1991,2010,India,India,English,Bachelor,Awards,2010,Completed,2012,Science,2130,120,N/A,333,Undergraduate,3.2,Full-time,internal,"3450 Michigan Alley, Pittsburgh, PA","882 Hoffman Avenue, Greeley, CO",N/A,B.S. in Music and Technology
300,Jaimathi,Nelluri,Female,10/14/1990,2011,India,India,English,Bachelor,Skills,2011,Completed,2013,Engineering,2180,113,N/A,339,Undergraduate,3.9,Full-time,internal,"26 Basil Center, Pittsburgh, PA","9 Butterfield Plaza, Memphis, TN",N/A,B.S. in an engineering discipline and Biomedical Engineering
301,Amanath ,Ahluwalia,Male,6/8/1986,2006,India,India,Indian,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,N/A,101,N/A,331,Postgraduate,4,Full-time,multi-modal,"09 Corscot Street, Pittsburgh, PA","44 Birchwood Lane, Oakland, CA",N/A,M.S. in Chemical Engineering
302,Satyanarayan ,Walawalakar,Male,3/29/1986,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2015,Engineering,N/A,95,N/A,340,Postgraduate,4,Full-time,internal,"96 North Road, Pittsburgh, PA","96 North Road, Pittsburgh, PA",N/A,M.S. in Advanced Infrastructure Systems
303,Utkarsha ,Prajapati,Male,5/18/1994,2010,India,India,Indian,Bachelor,Academic excellence,2010,Completed,2012,Engineering,2310,114,N/A,337,Undergraduate,3.4,Part-time,multi-modal,"6623 Cascade Parkway, Pittsburgh, PA","6623 Cascade Parkway, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
304,Jagesh,Choudhary,Male,7/28/1985,2010,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2012,Engineering,2280,105,N/A,332,Undergraduate,3.6,Full-time,internal,"38 Prentice Junction, Pittsburgh, PA","38 Prentice Junction, Pittsburgh, PA",N/A,B.S. in Music and Technology
305,Gopa,Hansraj,Female,5/15/1988,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2013,Engineering,2320,108,N/A,327,Undergraduate,3.1,Full-time,internal,"33853 Maywood Crossing, Pittsburgh, PA","33853 Maywood Crossing, Pittsburgh, PA",N/A,B.S. in Music and Technology
306,Jenya,Wajantri,Female,5/5/1986,2010,India,India,Indian,Bachelor,Others,2010,Completed,2014,Science,N/A,115,N/A,336,Postgraduate,4,Full-time,internal,"2 Lotheville Drive, Pittsburgh, PA","2 Lotheville Drive, Pittsburgh, PA",N/A,M.S. in Music and Technology
307,Iniyavan,Chowdhary,Male,1/16/1988,2010,India,India,Indian,Master,Skills,2010,Completed,2014,Science,2110,96,N/A,334,Undergraduate,3.5,Full-time,internal,"1 1st Junction, Pittsburgh, PA","1 1st Junction, Pittsburgh, PA",N/A,B.S. in Physics
308,Rajam ,Vij,Male,5/27/1986,2011,India,India,Indian,Bachelor,GMAT/GRE,2011,Completed,2013,Engineering,2320,104,N/A,328,Undergraduate,3.1,Full-time,internal,"88429 Novick Drive, Pittsburgh, PA","88429 Novick Drive, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
309,Jaipriya,Setna,Female,6/7/1985,2011,India,India,Indian,Bachelor,Awards,2011,Completed,2015,Engineering,2120,104,N/A,333,Undergraduate,3,Full-time,internal,"2 Heath Crossing, Pittsburgh, PA","2 Heath Crossing, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
310,Musheer ,Ambuja,Male,10/15/1993,2010,India,India,Indian,Bachelor,Skills,2010,Completed,2013,Engineering,2230,116,N/A,335,Undergraduate,3.6,Full-time,internal,"9 Clarendon Parkway, Pittsburgh, PA","9 Clarendon Parkway, Pittsburgh, PA",N/A,B.S. in Chemical Engineering
311,Amoha ,Patekar,Male,7/18/1991,2011,India,India,Indian,Bachelor,Industrial Experiences,2011,Completed,2015,Science,2220,113,N/A,331,Undergraduate,3.7,Full-time,internal,"617 Anhalt Junction, Pittsburgh, PA","617 Anhalt Junction, Pittsburgh, PA",N/A,B.S. in Chemistry
312,Jeevanlata,Adiga,Female,2/2/1988,2009,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Business,2330,109,680,N/A,Undergraduate,3.9,Full-time,multi-modal,"67 Bay Junction, Pittsburgh, PA","67 Bay Junction, Pittsburgh, PA",N/A,B.A. in Professional Writing
313,Kurangi,Sekhri,Female,6/4/1991,2011,India,India,Indian,Bachelor,Awards,2011,Completed,2013,Science,2200,105,N/A,328,Undergraduate,3.6,Full-time,internal,"81 East Park, Pittsburgh, PA","81 East Park, Pittsburgh, PA",N/A,B.S. in Biological Sciences
314,Rani,Sawhney,Female,7/8/1985,2010,India,India,Indian,Bachelor,Awards,2010,Completed,2014,Engineering,N/A,101,N/A,335,Postgraduate,3.3,Full-time,internal,"453 Macpherson Circle, Pittsburgh, PA","453 Macpherson Circle, Pittsburgh, PA",N/A,M.S. in Chemical Engineering
315,Anbu ,Ruparel,Male,4/11/1991,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2015,Business,2160,92,750,N/A,Undergraduate,3.4,Full-time,multi-modal,"3 Anderson Road, Pittsburgh, PA","3 Anderson Road, Pittsburgh, PA",N/A,B.S. in Economics
316,Ramakanta ,Bhoir,Male,11/30/1987,2007,India,India,Indian,Bachelor,Awards,2011,Completed,2013,Science,2290,93,N/A,339,Undergraduate,3.7,Full-time,internal,"9 Westport Hill, Pittsburgh, PA","9 Westport Hill, Pittsburgh, PA",N/A,B.S. in Music and Technology
317,Manoritha,Visariya,Female,11/14/1985,2008,India,India,Indian,Master,Others,2011,Completed,2013,Science,N/A,102,N/A,334,Postgraduate,3.3,Full-time,multi-modal,"5 Heath Junction, Pittsburgh, PA","5 Heath Junction, Pittsburgh, PA",N/A,M.S. in Pure and Applied Logic
318,Ihitha,Subramaniam,Female,9/12/1991,2008,India,India,Indian,Bachelor,Others,2010,Completed,2014,Engineering,N/A,104,N/A,336,Postgraduate,4.1,Full-time,internal,"2 Milwaukee Street, Pittsburgh, PA","2 Milwaukee Street, Pittsburgh, PA",N/A,M.S. in Environmental Management and Science
319,Prajesh ,Velankar,Male,5/29/1986,2010,India,India,Indian,Master,Industrial Experiences,2010,Completed,2012,Engineering,N/A,103,N/A,326,Postgraduate,3.4,Full-time,internal,"0116 Mallard Street, Pittsburgh, PA","0116 Mallard Street, Pittsburgh, PA",N/A,M.S. in Mechanical Engineering
320,Nabhya,Mahalingam,Female,7/28/1992,2011,India,India,Indian,Bachelor,Academic excellence,2011,Completed,2013,Science,N/A,98,N/A,332,Postgraduate,4,Full-time,internal,"38996 Buhler Parkway, Pittsburgh, PA","38996 Buhler Parkway, Pittsburgh, PA",N/A,M.S. in Computer Science
321,Harsh,Bharadwaj,Male,12/1/1987,2010,India,India,Indian,Bachelor,Others,2010,Completed,2012,Engineering,2110,93,N/A,339,Undergraduate,3.4,Full-time,internal,"460 Lakeland Hill, Pittsburgh, PA","460 Lakeland Hill, Pittsburgh, PA",N/A,B.S. in an engineering discipline and Biomedical Engineering
322,Omar ,Darji,Male,10/13/1988,2008,India,India,Indian,Bachelor,GMAT/GRE,2010,Completed,2014,Business,2140,117,750,N/A,Undergraduate,3.7,Full-time,internal,"15925 Bonner Point, Pittsburgh, PA","15925 Bonner Point, Pittsburgh, PA",N/A,B.S. in Technical Writing and Communication
323,Abhiprithi,Khedekar,Female,9/21/1990,2010,India,India,Indian,Master,Industrial Experiences,2010,Completed,2014,Engineering,2080,120,N/A,330,Undergraduate,3.9,Full-time,internal,"7 Karstens Road, Pittsburgh, PA","7 Karstens Road, Pittsburgh, PA",N/A,B.S. in Mechanical Engineering
324,Shirshirchandra ,Mahajan,Male,10/14/1992,2011,India,India,Indian,Bachelor,GMAT/GRE,2011,Completed,2013,Science,N/A,113,N/A,333,Postgraduate,3.2,Full-time,internal,"7323 Lakeland Circle, Pittsburgh, PA","7323 Lakeland Circle, Pittsburgh, PA",N/A,M.S. in Computer Science
